hash,string,length,frequency,field_count
be7196a886f1c7e1f5413ca96880e267,New York stories,16,2,2
100994eff56a9b859ebc8346e4f4511c,"François Mauriac, mon frère",29,2,2
62e2bc4dd3b89c24960d78f48a0d7a66,Pharsalia,9,2,2
bf2975f4428392158586d16a33b06ac1,"The copy of the petition presented to the honourable Houses of Parliament by the Lord Archbishop of Canterbury, &c: wherein the said arch-bishop desires that he may not be transported beyond the seas into New England with Master Peters, in regard to his extraordinary age and weakenesse",286,2,2
cc3fc5ec3cc01bfad56016fc9ac54791,Schnittpunkte: Albert Schweitzer mit der Seele suchend,54,2,2
8301481472f77eb7390df7914d7a117c,"Lectures on Archbishop Laud: together with a bibliography of Laudian literature and the Laudian exhibition catalogue, etc.",122,2,2
461457f9af9be94c626c6103bfb30317,"""Shi ji"" jing hua zhu yi; 《史记》精华注译",34,2,2
a058430c6f727f7000137df8c8ee26c6,The three hostages ...,22,2,2
94287f10d382fa54f4153fc9fd77ec33,Symphony no. 8 (Unfinished),27,2,2
6722ef93e1aba5363b60990e29753be3,France,6,2,2
7a82bc29e5fc9add3f711b241839a936,Berühmte Komponisten spielen eigene Werke: Aufnahmen von Einspielungen auf dem Welte-Mignon-Flügel,100,2,2
a4614cd7e853658b89d4565c4eefdff7,"Thielemann rehearses ""Frau ohne Schatten"": an opera",51,2,2
74557657e2afc28a1af74df2f8ec0a2d,Dr. Robert Koch and his wonderful discovery for the cure of tubercular consumption.: Tr. from the German. Including Prof. Koch's most recent communication on the subject.,170,2,2
7389577e683d3a3ae9ae6008860fc538,The committee,13,2,2
dce4f31c0f13c5ffda3c3e5d9bd5b0f5,The political fugitive: being a brief disquisition into the modern system of British politics; and the unparalleled rigor of political persecution: : together with several miscellaneous observations on the abuses and corruptions of the English government. : Written during a voyage from London to New-York.,306,2,2
47a372f4c6fc375591d451830528b2bd,A harlot's progress,19,2,2
55dd07517fa16aa8474af9ff43782fd8,Analysis of beauty,18,2,2
7b79d016a20c9ae87b424840ebaf26c1,"Annual report of the Board of Regents of the Smithsonian Institution, showing the operations, expenditures, and condition of the Institution for the year 1858",158,2,2
11b158c1f6811b593908ddd37c68a54d,"The king's grace, 1910-1935 ...",31,2,2
afbe0fb34feba08ea201d94853fa77fa,Richard Strauss zum fünfzigsten Todestag: Begleitheft zur Ausstellung des Deutschen Musikarchivs vom 15. November 1999 bis 15. Februar 2000,140,2,2
cee9759582794b05e33178003b2f007f,Englands safety in trades encrease: most humbly presented to the high court of Parliament,89,2,2
29e9fb5c21b783bd717108ddcfcc8f8,Hudibras,8,2,2
bd2b176b652f314d43e97008da3df335,M. Annei Lucani De bello ciuili libri decem,43,2,2
6234b18f25f4d42586b6a08accf9c4d7,"A report of the committee of the Lower House of Convocation appointed to draw up a representation to be laid before the arch-bishop and bishops of the Province of Canterbury: concerning several dangerous positions and doctrines contained in the Bishop of Bangor's Preservative and his sermon preach'd March 31, 1717 ...",319,2,2
92ddbccdb5d94eb3fb1e6b5b0fef294a,[Pamphlets by and about John Buchan],36,2,2
be649e279166cf3984aa52d9af5e6acc,Turner at Bonneville,20,2,2
4c56a9e470bb093a6c4d03ef6b248250,Wu Han xuan ji; 吴晗选集,20,2,2
50e12bf960aa73e07c2a57ce66f71ccd,"Hudibras redivivus: or, A burlesque poem on the times. Part the first",69,2,2
d60fae64f4657e00f573adfa11ecd650,M. Annei Lucani Cordubensis De bello ciuili liber I[-II],56,2,2
49b9a089d99a2a2b1a7b7f67e5ec5ae9,"The gardeners dictionary: containing the methods of cultivating and improving the kitchen, fruit, and flower-garden, as also the physic-garden, wilderness, conservatory, and vineyard. Abridg'd from the folio edition, by the author, Philip Miller, F.R.S.",253,2,2
c2651349b5018c3a6bfdc08631444b28,Sorgfalt des Denkens: Wege des Glaubens im Spiegel von Bildung und Wissenschaft : ein Gespräch mit John Henry Newman,117,2,2
6548943955d96caf86623f342f6979a9,"A letter lately sent by a reverend bishop from the tovver, to a private friend: and by him thought fit to be published",118,2,2
8e50d450c5d2ce71ec81d66d19233b89,Ulysses: Roman,14,2,2
c1bc5179d51b787b29fdcab41eeb56bd,Mystery and religion: Newman's epistemology of religion,55,2,2
e507f313675d4a6e7759e8d9e0f0ee0d,Yurishīzu; ユリシーズ,17,2,2
7a499d770089cf609a6a187cd06b39ec,Byways: a memoir,16,2,2
56a29d54b3dde4c580be98354780b5e1,Joyce and the law of the father,31,2,2
67f9167d5cfb2739e3be0e2f064574a4,The way it wasn't: from the files of James Laughlin,51,2,2
7b1d45787c68ae0e43d50760a555e690,"The abridgement of The gardeners dictionary: containing the best and newest methods of cultivating and improving the kitchen, fruit, flower garden, and nursery; ... By Philip Miller, F.R.S.",189,2,2
a45d38360f994d3dd34411a4ec4ba9f0,"Puritano-Iesuitismus: the Puritan turn'd Jesuite; or rather, out-vying him in those diabolicall and dangerous positions, of the deposition of kings; from the yeare 1536. untill this present time; extracted out of the most ancient and authentick authours. By that reverend divine, Doctour Ovven, Batchelour of Divinity. Shewing their concord in the matter, their discord in the manner of their sedition.",402,2,2
b953cea9949366a7fbf7ef52e1df0a14,William Faulkner: une vie en romans : biographie,48,2,2
a196ac8e4090d9c02fad2f0bf34ff4c1,"Wu Han he ""Hai Rui ba guan""; 吴晗和《海瑞罢官》",38,2,2
93bd39b091c54b7d13db30e065eb2aed,Farm yard blues: I miss my Mississippi home,43,2,2
341b9502da725b981c9bba9ed2438ddd,"The Puritan turn'd Jesuite: or rather, out-vying him in those diabolicall and dangerous positions, of the deposition of kings; from the year 1536. untill this present time; extracted out of the most ancient and authentick authors. Shewing their concord in the matter, their discord in the manner of their sedition. By that reverend divine, Doctor Ovven.",353,2,2
8c00c1d7097db9c259e640f9f69bfd86,Divine poems,12,2,2
88ee8f6238f33102cdcc62cfb0319750,Fiktion im Historischen: die Bildsprache und die Konzeption der Charaktere in Lucans Bellum Civile,98,2,2
f8ed4b9b03dcafd9fa2b5c4bc545a0ce,Guan nian yu li shi de ji hui: Zhu Xi zhong yong si xiang yan jiu; 观念与历史的际会: 朱熹中庸思想研究,85,2,2
99f1da8c692ccdaf36eb384a1ea95a73,"Theatres of opposition: empire, revolution, and Richard Brinsley Sheridan",73,2,2
131e72d43808c6714e5c5e5d7570e362,That Pittsburg speech and some comment,38,2,2
6f39b9f0ee08f9cfef3e9e92536c1d89,"El ángel izquierdo de la poesía : poética y política, antología",68,2,2
fa927eb38b71c7381ab781213165c839,"The works of Joseph Hall, B. of Norwich: vvith a table now added to the same",76,2,2
238faf2e5ca0215702c3e1c17cf7d193,The repeal of the Test Act: a vision,36,2,2
4b1b58359b4f713913ab3d72358bd26d,Studien zum 9. Buch von Lucans Bellum Civile: mit einem Kommentar zu den Versen 1-733,85,2,2
4a9a545120eb257410b0ae15435f5207,"Engraving by Hogarth, with peepshow in foreground",49,2,2
1a444c7af1c72a3eb4597b8ba254ceb4,世界地体构造,6,2,2
b10de8e553836e4b9a81392899cd96b3,My lives,8,2,2
ce0efe98631321670e6cb2c213719e61,Te Deum in G,12,2,2
c028be35865b1c5ddd483db62aade8ba,"Kansas bill: Speech of Hon. J.P. Benjamin, of La., delivered in Senate of United States on Thursday, March 11, 1858 : Slavery protected by the common law of the new world : Guarantied [sic] by Constitution : Vindication of the Supreme Court of the U.S.",252,2,2
f6b10c7ddba61b26e4f4f26c15653aa8,Lucanus,7,2,2
4350c2573fb5618a8e9d9c9a63a6f41f,The London Terrae-filius: or the satyrical reformer. Being drolling reflections on the vices and vanities of both sexes. To be continu'd. By the author of the London-Spy. Numb.III,179,2,2
fe218f3a7a7e9a9a4085815ad40dc5cc,"Tuberculin skin test reaction among adults 25-74 years: United States, 1971-1972",80,2,2
82eedbdc3143a148ea7534f582afc0c7,"Quartet in C minor, Opus 13, for piano, violin, viola, and cello",64,2,2
3101e6c1bdbe09760f77918653f662ac,"The protest against Tract for the times, no. 90: resolution of the Hebdomadal Board, and Mr. Newman's letter to the Vice-Chancellor.",132,2,2
ac81e6f3cc6e45bb7787539a35b099f7,Shi ji zhuan fu lu zuan shu: [20 juan]; 詩集傳附錄纂疏: [20卷],54,2,2
b2c405c20b1d81c1f9dae0a6cbf8664c,"Select thoughts, or, Choice helps for a pious spirit: a century of divine breathings for a ravished soule, beholding the excellencies of her Lord Jesus",151,2,2
4b103a306228e4102423eab12db070d9,Forty years a legislator,24,2,2
cd9128f37b6a572bc8be7bae677853be,Paul Mellon collection of Basil Taylor papers,45,2,2
20d418d7a00c1a1affb834d385ccc653,"The tragedy of the Lady Jane Gray: As it is acted at the Theatre-Royal in Drury-Lane. By N. Rowe, Esq",101,2,2
37f791a2537eb1f007671168f20de443,Faulkner and love: the women who shaped his art,47,2,2
175d59c450aa825e5900bc180756e5cb,Shi ji yan jiu ji cheng; 史記研究集成　,32,2,2
1220613e7bf4398eab360a132763beb5,"Proposals for printing by subscription, the genuine remains, in verse and prose, of Mr. S. Butler, ... published from the original manuscripts, ... by R. Thyer",159,2,2
72e2d54a44795d40e35a2f7be3978a93,The works of Joseph Hall B. of Exceter: with a table newly added to the whole worke,83,2,2
1a1db1bd994d3d876907528ae0e36a0a,"Iosephi Halli Exoniensis Episcopi Autoschediasmata. Vel, Meditatiunculæ subitaneæ, eq́[ue] re natâ subortæ.",108,2,2
d76c280bd2b619a5479805f0233ceb41,"The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester: With a table newly added to the whole worke",114,2,2
6addd7dd47a1ffbc543ceefb063f051c,"M. Annæi Lucani, de bello ciuili, libri decem: argumentis illustrati, denuóque ad fidem castigatissimorum exemplarium diligentissimè restutui: quibus etiam variæ lectiones sunt adjectæ",186,2,2
dbdaee64e943f200e32f684b17abb848,Vier impromptus,15,2,2
45bd7774f39ae4075dd35b3143d0a6d,Parochial sermons,17,2,2
9e3cd0e7ffe1fb315512bf406e65225d,The wonderful wizard of Oz,26,2,2
e62ae3a1be2a6b98e3d43afc21ce4f96,Faulkner and film,17,2,2
5ea4ba7e5e5ca38f0d3e90930b4e58e6,"[Figures from Hogarth's ""A midnight modern conversation"". H]",60,2,2
60df304423d2ae3898602d0cde29f8cf,"[A group of figures from ""Four prints of an election. Plate I."" An election entertainment. G]",93,2,2
471ef03d41a2336e904f6384947e2125,Elizabeth Barrett and Robert Browning: a creative partnership,61,2,2
89b8846f42227697bbdbb5b59bb454aa,"Eye examination findings among youths aged 12-17 years, United States",69,2,2
5287caff720850f1b6c53b15cadab3dd,Vintage Alice: Syzygy ; Songs,29,2,2
6ebe73f8aac81d7752f89c82ae34a115,Shi ji jiu zhu ping yi; 史記舊註平義,30,2,2
326217cf9e9e3acf50d7924d98cb5bb3,Robert Owen's rational quarterly review and journal,51,2,2
1e246b450e2c70debdd54e9acd20b201,Trio,4,2,2
1bdecb794d3d27a28a8c9ea3cedb0f99,"Some few considerations propounded: as so many scruples by Mr. Henry Robinson in a letter to Mr. Iohn Dury upon his epistolary discourse: with Mr. Duryes answer thereunto. VVherein is observable with what overtures of spirit they endeavour to edifie each other, not withstanding their differing judgements and opinions about the Independent and Presbyterian way. Published by a well-willer to peace and truth, in expectation that it may no little conduce, either to the reconciling of such controversies, or to the debating them with lesse noise and bitternesse. Whereunto is annexed another epistolary discourse, written by Mr. John Dury, to a worthy knight, concerning the principles of meditation: from which rules may be gathered to direct men to order their thoughts, so as to finde a resolution of all their doubts.",821,2,2
45a7936f0bfddb4df7522361582ff35a,Apologie des Katholizismus,26,2,2
66ded039270e35ec84e2c0b9d2832c65,The principles of psychology,28,2,2
6e167c9c21136057f15f3617f2b25e6c,"Bickerstaff's improved: being an almanack for the year of our Lord 1790. ...: Calculated for the meridian of Norwich, but will serve without any essential variation for the adjacent states. ...",193,2,2
520ae8ae448768c7d55da5d551837f38,Animadversions on that part of Mr. Robert Ferguson's book entituled The interest of reason in religion which treats of justification: in a letter to a friend,157,2,2
da60c96d3afd34a5a2e981f5e62acb93,"Lady Jane Gray: A Tragedy, As written by N. Rowe, Esq. Distinguishing also the variations of the theatre, as performed at the Theatre Royal-Lane. Regulated from the prompt-book, by permission of the managers, by Mr. Hopkins, prompter",233,2,2
da5c4cfc0bb0055e58884cec3f12a638,"Education: intellectual, moral, and physical",44,2,2
797e9398081d3f2ba763beb51e0e2f51,An apple's the cause of it all,30,2,2
f2141c7cba5da5157f0590fc9fa86303,"Father Goose, his book: verse by L. Frank Baum : pictures by W.W. Denslow",73,2,2
30b451266d61346ba322347e2a5c1940,The nature and reality of religion: a controversy between Frederic Harrison and Herbert Spencer,95,2,2
7a50292f4a154e16ede15f6cacab9a82,L'esprit critique dans l'œuvre journalistique de François Mauriac: 1905-1970,77,2,2
a4ad4850b39f025aa46aec5789690324,"The history of philosophy: the third and last volume, in five parts. By Thomas Stanley.",87,2,2
6126998ee54df2ef1a9944dd257c2690,"Homeward bound, or, The chase: a tale of the sea",48,2,2
5fa975f63ba844f522a2cd2a6a7c4bc0,AIX 5L version 5.2 security supplement,38,2,2
620efef11d7f3389ea948648c35be2,"Youth and the etheric heart: Rudolf Steiner speaks to the younger generation : addresses, essays, discusssions, and reports, 1920-1924",134,2,2
8b3390ff4517996a6d2508fbb38f4c74,Christmas gambols,17,2,2
